id,name,sponsor,event,venue,place,physical_description,occasion,notes,call_number,date,location,currency,currency_symbol,status,page_count,dish_count,parsed_data,dimensions
15787,,,,,,,,,,1900-07-04T00:00:00Z,Hotel North,,,complete,2,38.0,,
15788,,,,,,,,,,1900-07-04T00:00:00Z,Catskill Mountain House,,,complete,4,61.0,,
15792,,,,,,,,,,1900-07-04T00:00:00Z,Alamo Hotel(?),,,complete,2,32.0,,
15793,,,,,,,,,,1900-07-04T00:00:00Z,Alamo The,,,complete,2,45.0,,
15794,,,,,,,,,,1900-07-04T00:00:00Z,Alamo The,,,complete,2,38.0,,
15795,,,,,,,,,,1900-07-04T00:00:00Z,Imperial Hotel Limited,,,complete,2,12.0,,
15797,,,,,,,,,,1900-07-05T00:00:00Z,Imperial Hotel Limited,,,complete,2,11.0,,
15798,,,,,,,,,,1900-07-05T00:00:00Z,Imperial Hotel Limited,,,complete,2,12.0,,
15799,,,,,,,,,,1900-07-06T00:00:00Z,Wells River Fish And Game Club,,,complete,4,41.0,,
15800,,,,,,,,,,1900-07-07T00:00:00Z,New Rockingham,,,complete,2,37.0,,
15801,,,,,,,,,,1900-07-07T00:00:00Z,Alfred Marshal,,,complete,2,19.0,,
15802,,,,,,,,,,1900-07-08T00:00:00Z,Planters Hotel,Dollars,$,complete,2,153.0,,
15803,,,,,,,,,,1900-07-08T00:00:00Z,?,Dollars,$,complete,2,73.0,,
15804,,,,,,,,,,1900-07-08T00:00:00Z,?,,,complete,2,84.0,,
15805,,,,,,,,,,1900-07-01T00:00:00Z,Hotel Touraine,Dollars,$,complete,16,589.0,,
15806,,,,,,,,,,1900-07-08T00:00:00Z,New Gladstone,,,complete,2,32.0,,
15807,,,,,,,,,,1900-07-08T00:00:00Z,New Gladstone,,,complete,2,44.0,,
15808,,,,,,,,,,1901-05-27T00:00:00Z,Prince Of Wales Hotel,,,complete,2,15.0,,
15809,,,,,,,,,,1901-05-27T00:00:00Z,Oceanic Steamship Co.,,,complete,2,21.0,,
15810,,,,,,,,,,1901-05-27T00:00:00Z,Oceanic Steamship Co.,,,complete,2,20.0,,
15811,,,,,,,,,,1901-05-27T00:00:00Z,Oceanic Steamship Co.,,,complete,4,32.0,,
15812,,,,,,,,,,1901-05-28T00:00:00Z,Missouri Society Of New York,,,complete,4,21.0,,
15815,,,,,,,,,,1900-08-15T00:00:00Z,Century Club,,,complete,2,16.0,,
15816,,,,,,,,,,1900-08-16T00:00:00Z,Saratoga Racing Association,Dollars,$,complete,2,29.0,,
15817,,,,,,,,,,1900-08-16T00:00:00Z,Nippon Yusen Kaisha,,,complete,2,14.0,,
15818,,,,,,,,,,1900-08-16T00:00:00Z,Nippon Yusen Kaisha,,,complete,2,23.0,,
15819,,,,,,,,,,1900-08-16T00:00:00Z,Long Beach Hotel,,,complete,2,52.0,,
15820,,,,,,,,,,1900-08-16T00:00:00Z,Medical Profession,,,complete,3,13.0,,
15821,,,,,,,,,,1900-08-17T00:00:00Z,National Association Of Box And Box Shook Makers,,,complete,4,35.0,,
15822,,,,,,,,,,1900-08-01T00:00:00Z,Champlain Transportation Company,,,complete,2,30.0,,
15823,,,,,,,,,,1900-08-17T00:00:00Z,Planters Hotel Co.,,,complete,2,48.0,,
15825,,,,,,,,,,1901-06-15T00:00:00Z,Squantum Association,,,complete,4,21.0,,
15826,,,,,,,,,,1901-06-15T00:00:00Z,Tuna Club,,,complete,4,28.0,,
15827,,,,,,,,,,1901-06-15T00:00:00Z,Oceanic Steamship Company,,,complete,2,13.0,,
15828,,,,,,,,,,1901-06-15T00:00:00Z,Oceanic Steamship Company,,,complete,2,23.0,,
15829,,,,,,,,,,1901-06-16T00:00:00Z,Falmouth Arms,,,complete,2,13.0,,
15830,,,,,,,,,,1901-06-16T00:00:00Z,Norddeutscherrr Lloyd Bremen,,,complete,2,64.0,,
15831,,,,,,,,,,1901-06-16T00:00:00Z,Norddeutscher Lloyd Bremen,,,complete,4,42.0,,
15833,,,,,,,,,,1901-04-28T00:00:00Z,Norddeutscher Lloyd Bremen,,,complete,2,13.0,,
15834,,,,,,,,,,1901-04-28T00:00:00Z,Norddeutscher Lloyd Bremen,,,complete,2,28.0,,
15835,,,,,,,,,,1901-04-29T00:00:00Z,Smith & Mcnell's,Dollars,$,complete,4,400.0,,
15837,,,,,,,,,,1901-04-29T00:00:00Z,Pullman Dining Car,,,complete,2,29.0,,
15839,,,,,,,,,,1901-04-29T00:00:00Z,Norddeutcher Lloyd Bremen,,,complete,2,81.0,,
15840,,,,,,,,,,1900-06-04T00:00:00Z,Commercial Club Of Chicago,,,complete,2,26.0,,
15841,,,,,,,,,,1900-06-01T00:00:00Z,Santa Fe Route,Dollars,$,complete,2,41.0,,
15842,,,,,,,,,,1900-06-01T00:00:00Z,Southern Railway Dining Car Service,,,complete,2,27.0,,
15843,,,,,,,,,,1900-06-01T00:00:00Z,Burlington Route A.E.White Commissary,Dollars,$,complete,4,113.0,,
15844,,,,,,,,,,1900-06-01T00:00:00Z,Russell House,,,complete,2,51.0,,
15845,,,,,,,,,,1900-06-04T00:00:00Z,Cafe' Boulevard Chateau Henri Iv,,,complete,2,16.0,,
15846,,,,,,,,,,1900-06-04T00:00:00Z,American Medical Editor's Association,,,complete,2,22.0,,
15847,,,,,,,,,,1900-06-04T00:00:00Z,Frohner's Hotel Imperial,,,complete,4,13.0,,
15849,,,,,,,,,,1900-06-06T00:00:00Z,Occidental & Oriental Steamship Company,,,complete,2,22.0,,
15850,,,,,,,,,,1900-06-06T00:00:00Z,Occidental & Oriental Steamship Company,,,complete,4,31.0,,
15851,,,,,,,,,,1900-06-07T00:00:00Z,Traveling Freight Agents,,,complete,4,26.0,,
15852,,,,,,,,,,1900-07-08T00:00:00Z,Hotel Victory,,,complete,4,43.0,,
15853,,,,,,,,,,1900-07-08T00:00:00Z,Hotel Colorado,,,complete,4,39.0,,
15854,,,,,,,,,,1900-07-08T00:00:00Z,Catskill Mountain House,,,complete,4,61.0,,
15855,,,,,,,,,,1900-07-08T00:00:00Z,Catskill Mountain House,Dollars,$,complete,2,67.0,,
15856,,,,,,,,,,1900-07-08T00:00:00Z,Hotel Victory,,,complete,2,53.0,,
15858,,,,,,,,,,1900-07-09T00:00:00Z,New York Furniture Warehousemen's Association,,,complete,4,21.0,,
15859,,,,,,,,,,1900-07-09T00:00:00Z,Hotel Colorado,,,complete,2,35.0,,
15860,,,,,,,,,,1900-07-09T00:00:00Z,Planters Hotel,Dollars,$,complete,4,147.0,,
15861,,,,,,,,,,1900-07-09T00:00:00Z,Hotel Colorado,,,complete,2,42.0,,
15862,,,,,,,,,,1900-07-10T00:00:00Z,Catskill Mountain House,,,complete,2,78.0,,
15865,,,,,,,,,,1900-01-01T00:00:00Z,Northern Steamship Company/great Northern Ry Line.,Dollars,$,complete,4,160.0,,
15874,,,,,,,,,,1900-10-11T00:00:00Z,Buncombe County Medical Association,,,complete,8,22.0,,
15878,,,,,,,,,,1900-08-16T00:00:00Z,National Shorthand Reporters,,,complete,4,23.0,,
15895,,,,,,,,,,1900-06-08T00:00:00Z,Dartmouth Club Of The City Of New York,,,complete,6,18.0,,
15923,,,,,,,,,,1900-12-13T00:00:00Z,Union College Alumni Association Of New York,Dollars,$,complete,18,28.0,,
15924,,,,,,,,,,1900-12-14T00:00:00Z,Columbia College Students,,,complete,23,21.0,,
15946,,,,,,,,,,1900-12-19T00:00:00Z,Democratic Organization Of The Fifth Assembly District Of The City Of New York,,,complete,6,29.0,,
15949,,,,,,,,,,1900-12-21T00:00:00Z,Whitefriars Club,,,complete,14,13.0,,
15974,,,,,,,,,,1901-05-01T00:00:00Z,Philolexian Society,,,complete,8,22.0,,
15980,,,,,,,,,,1901-09-30T00:00:00Z,London Welsh Lodge,,,complete,24,25.0,,
15988,,,,,,,,,,1901-01-01T00:00:00Z,International Yacht Races,Dollars,$,complete,8,285.0,,
15993,,,,,,,,,,1901-11-07T00:00:00Z,Red Star Line Antwerpen Ny,,,complete,2,20.0,,
15996,,,,,,,,,,1901-11-08T00:00:00Z,West Side Republican Club,,,complete,4,20.0,,
15998,,,,,,,,,,1901-11-09T00:00:00Z,Gesangvereins Phobus Concordia,,,complete,4,8.0,,
16005,,,,,,,,,,1901-11-15T00:00:00Z,Society Of Naval Architects And Marine Engineers,,,complete,4,20.0,,
16010,,,,,,,,,,1906-12-25T00:00:00Z,Hotel Normandie,Dollars,$,complete,4,126.0,,
16011,,,,,,,,,,1906-12-25T00:00:00Z,Hotel Metropole,,,complete,2,14.0,,
16012,,,,,,,,,,1901-07-02T00:00:00Z,Nederlandsche Maatschappu Tot Bevordering Der Geneeskunst,,,complete,2,16.0,,
16013,,,,,,,,,,1901-07-03T00:00:00Z,John Eliot's Descendants,,,complete,2,26.0,,
16014,,,,,,,,,,1901-07-09T00:00:00Z,Raleigh Hotel And Restaurant Co.,Dollars,$,complete,2,120.0,,
16015,,,,,,,,,,1901-07-10T00:00:00Z,Canadian Pacific Railway,,,complete,2,32.0,,
16016,,,,,,,,,,1901-08-30T00:00:00Z,Southern Pacific Company,Dollars,$,complete,2,57.0,,
16018,,,,,,,,,,1901-09-01T00:00:00Z,Summit House,,,complete,2,29.0,,
16021,,,,,,,,,,1901-07-04T00:00:00Z,Hamburg Amerika Linie,,,complete,2,22.0,,
16022,,,,,,,,,,1901-10-05T00:00:00Z,Mahogany Palace,Dollars,$,complete,4,83.0,,
16023,,,,,,,,,,1901-10-07T00:00:00Z,Tennessee Society Sons Of The American Revolution,,,complete,4,22.0,,
16025,,,,,,,,,,1901-10-07T00:00:00Z,Fall River Line,Dollars,$,complete,4,252.0,,
16027,,,,,,,,,,1901-07-10T00:00:00Z,Hamburg Amerika Linie,,,complete,2,9.0,,
16028,,,,,,,,,,1901-07-10T00:00:00Z,Hotel Cadillac,,,complete,2,124.0,,
16029,,,,,,,,,,1901-07-10T00:00:00Z,Hotel Cadillac,,,complete,2,56.0,,
16030,,,,,,,,,,1901-07-10T00:00:00Z,Nordeutscher Lloyd Bremen,,,complete,2,15.0,,
16031,,,,,,,,,,1901-01-01T00:00:00Z,O.D.,,,complete,2,32.0,,
16035,,,,,,,,,,1901-11-17T00:00:00Z,New York And Porto Rico Steamship Company,,,complete,2,23.0,,
16037,,,,,,,,,,1901-11-19T00:00:00Z,Hotel Dreyfus French Restauranr,Dollars,$,complete,4,389.0,,
16038,,,,,,,,,,1901-09-03T00:00:00Z,Terrace Garden Restaurant,Dollars,$,complete,4,488.0,,
16040,,,,,,,,,,1901-09-01T00:00:00Z,Louisville & Nashville Railroaad The Pullman Co.,Dollars,$,complete,2,35.0,,
16041,,,,,,,,,,1901-09-05T00:00:00Z,Claremont Hotel,,,complete,2,34.0,,
16043,,,,,,,,,,1901-09-05T00:00:00Z,International Hotel,,,complete,2,38.0,,
16044,,,,,,,,,,1901-09-06T00:00:00Z,De L'ange Hotel,,,complete,2,8.0,,
16081,,,,,,,,,,1906-12-27T00:00:00Z,Staff Of Gov. George C. Pardee,,,complete,8,19.0,,
16086,,,,,,,,,,1906-12-28T00:00:00Z,Van Liew's Restaurant,Dollars,$,complete,3,60.0,,
16088,,,,,,,,,,1906-12-29T00:00:00Z,John Wanamaker,Dollars,$,complete,4,268.0,,
16091,,,,,,,,,,1906-12-31T00:00:00Z,Hotel St. Regis,Dollars,$,complete,2,211.0,,
16092,,,,,,,,,,1901-08-08T00:00:00Z,Del Coronada Hotel,,,under review,2,56.0,,
16093,,,,,,,,,,1901-08-08T00:00:00Z,Oceanic Steamship Co. S.S.Zealandia,,,complete,2,29.0,,
16094,,,,,,,,,,1901-08-09T00:00:00Z,Engel Hotel,,,complete,2,9.0,,
16095,,,,,,,,,,1901-08-09T00:00:00Z,Del Coronada Hotel,,,complete,2,79.0,,
16096,,,,,,,,,,1901-08-09T00:00:00Z,Oceanic Steamship Co. S.S.Zealandia,,,complete,2,31.0,,
16097,,,,,,,,,,1901-08-11T00:00:00Z,Cafe Boulard,,,complete,2,23.0,,
16100,,,,,,,,,,1901-08-13T00:00:00Z,Claremont Hotel,Dollars,$,complete,4,265.0,,
16101,,,,,,,,,,1901-06-21T00:00:00Z,Oceanic Steamship Company,,,complete,2,27.0,,
16109,,,,,,,,,,1906-12-31T00:00:00Z,M.F.Lyons,Dollars,$,complete,4,340.0,,
16110,,,,,,,,,,1906-12-31T00:00:00Z,M.F.Lyons,Dollars,$,complete,4,370.0,,
16111,,,,,,,,,,1906-12-31T00:00:00Z,Bristol's Dining Rooms,Dollars,$,complete,2,90.0,,
16112,,,,,,,,,,1906-12-31T00:00:00Z,Bristol's Dining Rooms,Dollars,$,complete,4,266.0,,
16113,,,,,,,,,,1906-12-31T00:00:00Z,Siegel Cooper Co.,Dollars,$,complete,4,212.0,,
16114,,,,,,,,,,1906-12-01T00:00:00Z,Siegel Cooper Co.,Dollars,$,complete,4,321.0,,
16115,,,,,,,,,,1906-12-31T00:00:00Z,Siegel Cooper Co.,Dollars,$,complete,4,250.0,,
16116,,,,,,,,,,1906-12-31T00:00:00Z,Fleischmann's Vienna Model Bakery,Dollars,$,complete,2,65.0,,
16117,,,,,,,,,,1906-12-31T00:00:00Z,Haim's Quick Lunch Restaurant,Dollars,$,complete,2,52.0,,
16121,,,,,,,,,,1901-07-04T00:00:00Z,Bull's Head Restaurant,Dollars,$,complete,2,29.0,,
16125,,,,,,,,,,1901-07-04T00:00:00Z,Columbia Restaurant,Dollars,$,complete,4,495.0,,
16130,,,,,,,,,,1901-07-05T00:00:00Z,Hamburg Amerika Linie Steamer Furst Bismarck,,,complete,4,32.0,,
16135,,,,,,,,,,1901-07-13T00:00:00Z,Chateau Frontenac,,,complete,2,35.0,,
16136,,,,,,,,,,1901-07-20T00:00:00Z,O. D.,,,complete,2,30.0,,
16160,,,,,,,,,,1901-10-15T00:00:00Z,State Department Special To The Pand American Congress At The City Of Mexico (pullman Car Service),Dollars,$,complete,4,277.0,,
16161,,,,,,,,,,1901-07-20T00:00:00Z,Oceanic Sreamship Company Sierra,,,complete,2,25.0,,
16162,,,,,,,,,,1901-07-20T00:00:00Z,Oceanic Steamship Company Sierra,,,complete,2,28.0,,
16163,,,,,,,,,,1901-07-20T00:00:00Z,Nippon Yusen Kaisha S.S.Rosetta Mam,,,complete,2,18.0,,
16164,,,,,,,,,,1901-01-01T00:00:00Z,Great Northern System Dining Car,Dollars,$,complete,2,97.0,,
16165,,,,,,,,,,1901-07-21T00:00:00Z,Raleigh Hotel & Restaurant,Dollars,$,complete,2,72.0,,
16166,,,,,,,,,,1901-07-21T00:00:00Z,Chateau Frontenac Hotel,,,complete,2,26.0,,
16167,,,,,,,,,,1901-07-21T00:00:00Z,Haddon Hall,,,complete,2,69.0,,
16168,,,,,,,,,,1901-07-21T00:00:00Z,Nippon Yusen Kaisha S.S.Rosetta Maru,,,complete,2,19.0,,
16169,,,,,,,,,,1901-07-21T00:00:00Z,Oceanic Steamship Company Sierra,,,complete,2,25.0,,
16170,,,,,,,,,,1901-07-21T00:00:00Z,Oceanic Steamship Company Sierra,,,complete,2,33.0,,
16171,,,,,,,,,,1901-07-21T00:00:00Z,Oceanic Steamship Company S.S. Zealandia,,,complete,2,29.0,,
16172,,,,,,,,,,1901-07-21T00:00:00Z,Oceanic Steamship Company S.S.Zealander,,,complete,2,30.0,,
16173,,,,,,,,,,1901-07-21T00:00:00Z,Hanburg Amerika Linie Steamer Furst Bismarck,,,complete,4,20.0,,
16174,,,,,,,,,,1901-07-01T00:00:00Z,Cooley's,,,complete,2,35.0,,
16175,,,,,,,,,,1901-07-01T00:00:00Z,Cooley's,,,complete,2,26.0,,
16176,,,,,,,,,,1901-07-21T00:00:00Z,Cooley's,,,complete,4,20.0,,
16177,,,,,,,,,,1901-07-21T00:00:00Z,Cooley's,,,complete,4,37.0,,
16178,,,,,,,,,,1901-07-22T00:00:00Z,Chateau Frontenac,,,complete,2,36.0,,
16179,,,,,,,,,,1901-09-01T00:00:00Z,Union Pacific,Dollars,$,complete,2,59.0,,
16180,,,,,,,,,,1901-05-09T00:00:00Z,Hotel Zum Hirsch,,,complete,2,8.0,,
16181,,,,,,,,,,1901-09-01T00:00:00Z,Union Pacific,Dollars,$,complete,2,52.0,,
16182,,,,,,,,,,1901-09-09T00:00:00Z,Norddeutscher Lloyd Bremen,,,complete,4,10.0,,
16183,,,,,,,,,,1901-09-12T00:00:00Z,Norddeutscher Lloyd Bremen,,,complete,2,12.0,,
16184,,,,,,,,,,1901-09-12T00:00:00Z,Norddeutscher Lloyd Bremen,,,complete,2,12.0,,
16185,,,,,,,,,,1901-09-12T00:00:00Z,Norddeutscher Lloyd Bremen,,,complete,2,77.0,,
16187,,,,,,,,,,1901-01-01T00:00:00Z,Luchows Pan American Restaurant Co.,Dollars,$,complete,4,239.0,,
16189,,,,,,,,,,1905-12-16T00:00:00Z,New York Swiss Club,,,complete,8,22.0,,
16191,,,,,,,,,,1905-12-18T00:00:00Z,Royal Borough Of Kensington,,,complete,8,23.0,,
16192,,,,,,,,,,1905-12-20T00:00:00Z,Nottingham Joint Stock Bank Limited And London City And Midland Bank Limited,,,complete,12,23.0,,
16196,,,,,,,,,,1905-12-24T00:00:00Z,Hamburg Amerika Linie,,,complete,4,34.0,,
16210,,,,,,,,,,1901-07-22T00:00:00Z,Oceanic Steamship Company Sierra,,,complete,2,17.0,,
16211,,,,,,,,,,1901-07-22T00:00:00Z,Oceanic Steamship Company S.S.Zealander,,,complete,2,29.0,,
16212,,,,,,,,,,1901-07-22T00:00:00Z,Nippon Yusen Kaisha,,,complete,4,17.0,,
16213,,,,,,,,,,1901-07-24T00:00:00Z,Chateau Frontenac,,,complete,2,36.0,,
16214,,,,,,,,,,1901-07-24T00:00:00Z,Chateau Frontenac,,,complete,2,24.0,,
16215,,,,,,,,,,1901-08-25T00:00:00Z,Rhode Island Steamer,Dollars,$,complete,8,174.0,,
16216,,,,,,,,,,1901-06-25T00:00:00Z,Class Of 1889 Harvard,,,complete,12,31.0,,
16222,,,,,,,,,,1901-09-01T00:00:00Z,Pullman Buffet,Dollars,$,complete,4,73.0,,
16223,,,,,,,,,,1901-09-01T00:00:00Z,Pullman Buffet,Dollars,$,complete,4,73.0,,
16224,,,,,,,,,,1901-09-01T00:00:00Z,Pullman Buffet,Dollars,$,complete,4,63.0,,
16225,,,,,,,,,,1901-09-13T00:00:00Z,Summit House,,,complete,2,40.0,,
16227,,,,,,,,,,1901-09-14T00:00:00Z,Grand Hotel Royal,,,complete,2,12.0,,
16228,,,,,,,,,,1901-09-14T00:00:00Z,Mills Hotel Restaurant,,,complete,2,21.0,,
16229,,,,,,,,,,1901-09-14T00:00:00Z,Norddeutscher Lloyd Breman,,,complete,2,72.0,,
16230,,,,,,,,,,1901-09-15T00:00:00Z,Norddeutscher Lloyd Bremen,,,complete,4,40.0,,
16231,,,,,,,,,,1901-09-16T00:00:00Z,Maplewood Hotel,,,complete,2,41.0,,
16232,,,,,,,,,,1901-09-01T00:00:00Z,Union Pacific Dining Car Service,Dollars,$,complete,2,53.0,,
16233,,,,,,,,,,1901-09-16T00:00:00Z,Norddeutscher Lloyd Bremen,,,complete,2,13.0,,
16234,,,,,,,,,,1901-09-16T00:00:00Z,Norddeutscher Lloyd Bremen,,,complete,4,55.0,,
16235,,,,,,,,,,1901-09-16T00:00:00Z,Norddeutscher Lloyd Bremen,,,complete,4,38.0,,
16242,,,,,,,,,,1901-10-18T00:00:00Z,Southern Railway Company,,,complete,2,21.0,,
16244,,,,,,,,,,1901-10-18T00:00:00Z,State Department Special To The Pan American Congress At The City Of Mexico,,,complete,2,34.0,,
16246,,,,,,,,,,1901-10-19T00:00:00Z,Mr. And Mrs. Jos Wenar,,,complete,4,20.0,,
16247,,,,,,,,,,1901-07-24T00:00:00Z,Grand Union,,,complete,2,69.0,,
16249,,,,,,,,,,1901-01-01T00:00:00Z,Erie (rr),Dollars,$,complete,2,60.0,,
16250,,,,,,,,,,1901-07-01T00:00:00Z,Colonial Hotel,,,complete,2,80.0,,
16251,,,,,,,,,,1901-01-01T00:00:00Z,Erie (rr),Dollars,$,complete,2,80.0,,
16252,,,,,,,,,,1901-07-25T00:00:00Z,Catholic Church,,,complete,20,21.0,,
16255,,,,,,,,,,1905-12-25T00:00:00Z,The Strathcona Hotel,,,complete,2,31.0,,
16273,,,,,,,,,,1905-12-27T00:00:00Z,The Knickerbocker Club,,,complete,2,10.0,,
16276,,,,,,,,,,1905-12-27T00:00:00Z,Bachelors Ball,,,complete,2,20.0,,
16277,,,,,,,,,,1905-12-27T00:00:00Z,Murray's,Dollars,$,complete,2,315.0,,
16278,,,,,,,,,,1905-12-27T00:00:00Z,St. Mark's Cafe,,,complete,2,15.0,,
16282,,,,,,,,,,1905-12-29T00:00:00Z,Lebanon County Historical Society,,,complete,4,28.0,,
16283,,,,,,,,,,1905-12-30T00:00:00Z,Members And Friends Of The Pen And Pencil Club,,,complete,4,21.0,,
16286,,,,,,,,,,1905-12-30T00:00:00Z,Fraternity Of Delta Psi,,,complete,2,20.0,,
16287,,,,,,,,,,1905-12-31T00:00:00Z,Park Avenue Hotel,Dollars,$,complete,2,28.0,,
16291,,,,,,,,,,1901-08-27T00:00:00Z,Hotel Del Coronado,,,complete,2,60.0,,
16292,,,,,,,,,,1901-08-28T00:00:00Z,Northern Steamship Company,Dollars,$,complete,4,281.0,,
16306,,,,,,,,,,1901-08-30T00:00:00Z,Norddeutscher Lloyd Bremen,,,complete,4,58.0,,
16307,,,,,,,,,,1901-08-30T00:00:00Z,Norddeutscher Lloyd Bremen,,,complete,2,11.0,,
16310,,,,,,,,,,1901-06-29T00:00:00Z,Patten Line,,,complete,2,10.0,,
16311,,,,,,,,,,1901-01-01T00:00:00Z,Holland House,Cents,C,complete,8,9.0,,
16313,,,,,,,,,,1901-07-01T00:00:00Z,Horel Del Coronado,,,complete,2,58.0,,
16315,,,,,,,,,,1901-07-02T00:00:00Z,Hotel Seiler,,,complete,2,9.0,,
16316,,,,,,,,,,1901-09-21T00:00:00Z,Hugot's,Dollars,$,complete,2,11.0,,
16335,,,,,,,,,,1901-11-03T00:00:00Z,Red Star Line Antwerpen Ny,,,complete,2,19.0,,
16336,,,,,,,,,,1901-11-03T00:00:00Z,Red Star Line Anterpwn Ny,,,complete,2,24.0,,
16341,,,,,,,,,,1901-01-01T00:00:00Z,Erie,Dollars,$,complete,2,60.0,,
16356,,,,,,,,,,1907-11-25T00:00:00Z,Blanco's,Dollars,$,complete,4,248.0,,
16358,,,,,,,,,,1907-11-26T00:00:00Z,Cunard Line,,,complete,4,27.0,,
16359,,,,,,,,,,1907-11-26T00:00:00Z,The Aero Club Of The United Kingdom,,,complete,8,15.0,,
16370,,,,,,,,,,1907-11-30T00:00:00Z,Grand Hotel Hungaria,,,complete,2,15.0,,
16396,,,,,,,,,,1907-12-16T00:00:00Z,Brooklyn League,,,complete,12,18.0,,
16397,,,,,,,,,,1907-12-16T00:00:00Z,Olympic Club Of The City Of New York,,,complete,5,22.0,,
16402,,,,,,,,,,1907-12-17T00:00:00Z,Hotel Keepers' Association Of Charleston,,,complete,8,18.0,,
16408,,,,,,,,,,1907-12-18T00:00:00Z,Universal Cookery And Food Association,,,complete,4,11.0,,
16418,,,,,,,,,,1907-12-27T00:00:00Z,Cohocksink Canoe Club,,,complete,4,14.0,,
16419,,,,,,,,,,1907-12-27T00:00:00Z,Sperry & Hutchinson,,,complete,12,18.0,,
16426,,,,,,,,,,1907-12-30T00:00:00Z,Boston Merchants Association,,,complete,16,27.0,,
16427,,,,,,,,,,1907-12-30T00:00:00Z,The Upholstey And Allied Trades,,,complete,4,22.0,,
16428,,,,,,,,,,1907-12-30T00:00:00Z,Delegates Of Nicaragua And Honduras To The Central American Peach Conference,,,complete,4,24.0,,
16429,,,,,,,,,,1907-12-31T00:00:00Z,Caledonian Club Banquet,,,complete,8,11.0,,
16432,,,,,,,,,,1907-12-01T00:00:00Z,Chicago Athletic Association,Dollars,$,complete,28,718.0,,
16435,,,,,,,,,,1900-02-25T00:00:00Z,Cunard Line,Dollars,$,complete,2,92.0,,
16436,,,,,,,,,,1900-02-25T00:00:00Z,Red Star Line,,,complete,2,16.0,,
16437,,,,,,,,,,1900-02-25T00:00:00Z,Red Star Line,,,complete,2,23.0,,
16438,,,,,,,,,,1900-02-25T00:00:00Z,Red Star Line,Dollars,$,complete,2,53.0,,
16439,,,,,,,,,,1900-02-25T00:00:00Z,Hamburg Amerika Linie,,,complete,2,18.0,,
16440,,,,,,,,,,1901-10-07T00:00:00Z,Norddeutscher Lloyd Bremen,,,complete,2,84.0,,
16441,,,,,,,,,,1901-10-07T00:00:00Z,Norddeutscher Lloyd Bremen,,,complete,2,68.0,,
16442,,,,,,,,,,1901-10-07T00:00:00Z,Fall River Line,Dollars,$,complete,2,179.0,,
16443,,,,,,,,,,1900-02-24T00:00:00Z,Hamburg Amerika Linie,,,complete,2,22.0,,
16444,,,,,,,,,,1901-10-03T00:00:00Z,Norddeutscher Lloyd Bremen,,,complete,4,34.0,,
16445,,,,,,,,,,1901-10-05T00:00:00Z,Norddeutscher Lloyd Bremen,Dollars,$,complete,2,99.0,,
16448,,,,,,,,,,1901-10-07T00:00:00Z,Norddeutscher Lloyd Bremen,,,complete,4,32.0,,
16461,,,,,,,,,,1901-10-04T00:00:00Z,Norddeutscher Lloyd Bremen,,,complete,4,30.0,,
16488,,,,,,,,,,1901-05-16T00:00:00Z,Oceanic Steamship Company,,,complete,2,24.0,,
16489,,OCEANIC STEAMSHIP COMPANY,LUNCH SECOND CABIN,COMMERCIAL,SS SONOMA,CARD;ILLUS;COL;5.5X7;,DAILY,FLAG;,1901-1761,1901-06-24T00:00:00Z,Oceanic Steamship Company,,,complete,2,30.0,5.5X7,5.5X7
16490,,OCEANIC STEAMSHIP COMPANY,DINNER,COMMERCIAL,SS SONOMA,CARD;ILLUS;COL;5.5X8.5;,DAILY,FLAG;HOURS; DRESSING BUGLE HOURS;2 COPIES;,1901-1762,1901-06-24T00:00:00Z,Oceanic Steamship Company,,,complete,2,34.0,5.5X8.5,5.5X8.5
16491,,NORDDEUTSCHER LLOYD BREMEN,LUNCH,COMMERCIAL,"SS ""FRIEDRICH DER GROSSE""",CARD;ILL;COL;5.5X8.25;,DAILY,SHIPS;COAST WITH ROCKS; MENUS SEPARATE IN GERMAN AND ENGLISH;MAY BE USED AS POSTCARD;,1901-1763,1901-06-24T00:00:00Z,Norddeutscher Lloyd Bremen,,,complete,2,12.0,5.5X8.25,5.5X8.25
16492,,HAMBURG-AMERIKA LINIE,LUNCH,COMMERCIAL,SS FURST BISMARCK,CARD;ILLUS;COL;5X8;,DAILY,SHIP AT SEA;WOMAN HOLDING SHIELD AMONG FOOD AND IMPLEMENTS;CITYSCAPE IN BACKGROUND;MENU IN GERMAN;,1901-1764,1901-06-24T00:00:00Z,Hamburg Amerika Linie,,,complete,2,10.0,5X8,5X8
16493,,HAMBURG-AMERIKA LINIE,DINNER,COMMERCIAL,SS FURST BISMARCK,FOLDER;ILLUS;COL;4.5X7;,DAILY,SHIP AT SEA;MENU IN GERMAN AND ENGLISH;MUSICAL PROGRAM;,1901-1765,1901-06-24T00:00:00Z,Hamburg Amerika Linie,,,complete,4,32.0,4.5X7,4.5X7
16494,,NORDDEUTSCHER LLOYD BREMEN,BREAKFAST,COMMERCIAL,"SS ""FRIEDRICH DER GROSSE""",CARD; ILLUS; COL; 5.5X8;,DAILY,COASTAL SCENE; MENUS SEPARATE IN GERMAN AND ENGLISH; MAY BE USED AS POSTCARD;,1901-1880,1901-07-06T00:00:00Z,Norddeutscher Lloyd Bremen,,,complete,2,70.0,5.5X8,5.5X8
